Gene ID,Accesion,Control-1,Control-2,Control-3,S7-1,S7-2,S7-3
AT2G38860,Q9ZV19,571.8558466,732.4889866,630.4140855,710.709432,729.2868256,782.068483
AT2G38870,Q9ZV18,568.5375342,1144.907571,819.3224159,1020.103443,950.9570584,933.3018114
AT2G39390,O80626,7384.351319,10489.91391,7609.227549,9938.72212,9258.234447,9860.245905
AT2G39840,P48484,551.9459719,577.1761355,525.7048966,659.1437634,631.2245293,606.6044002
AT2G40110,Q8LE51,179.1888726,242.4139769,282.8227575,172.6328904,145.8573651,166.273107
AT2G40140,Q9XEE6,1637.034145,1475.472085,1734.718211,1344.070361,1417.371006,1338.540288
AT2G40590,P49206,4502.950003,5720.340209,4982.862018,5627.383831,5722.223409,5921.49502
AT2G41090,P30187,2385.866656,2947.795936,2366.211773,2424.707415,2422.715556,2587.677448
AT2G41100,F4IJ44,2497.583175,2808.224252,2614.491293,3332.711579,3219.57472,2990.409295
AT2G41380,Q9ZVC3,362.8021619,473.2844311,301.1738525,338.5398241,309.8438943,340.0661032
AT2G41410,P30188,3487.546392,3778.929571,3356.091424,4907.706456,4650.954626,4246.230802
AT2G41730,O22947,224.5391429,342.1080367,242.8821391,300.426069,248.8639789,244.8141726
AT2G43150,Q9ZW80,2068.414764,3809.362495,2773.17429,3544.579218,3287.971112,2967.849628
AT2G43510,Q42328,280.9504546,455.4444415,337.8760424,294.8211051,270.2893546,350.0926222
AT2G43610,O22842,118.3531443,128.028161,128.4576647,385.6215215,334.5654816,372.65229
AT2G43620,O22841,1100.573631,1265.589854,1141.006316,1290.262707,1252.560424,1257.492593
AT2G43760,O22827,911.4298213,981.1994304,784.7791783,1012.256494,1012.761027,1077.850794
AT2G43910,Q0WP12,5022.818955,6318.504568,5493.454248,5680.070492,5549.996351,5620.69945
AT2G43940,Q6AWU6,269.8894131,340.0092144,241.8026629,286.9741555,234.8550794,281.5780756
AT2G44210,O64856,1604.957125,1518.497942,1539.333024,1433.749785,1463.517969,1444.654281
AT2G44290,O64864,297.5420169,274.9457228,311.9686142,650.1758211,626.2802118,600.7555975
AT2G44490,O64883,2899.098983,3001.315905,3049.520191,2821.538865,3037.459027,3116.576326
AT2G47380,O22912,1679.066103,3186.012268,2174.065014,2321.576078,2390.577493,2361.245227
AT2G47730,Q96266,7394.306257,7597.736766,6578.327803,8117.108828,7740.328986,7600.936955
AT4G00360,O23066,846.1696764,706.2537077,811.7660827,579.553275,585.9016192,577.3603865
AT4G00400,Q5XF03,816.3048642,1009.533532,888.408891,790.2999204,825.7010161,858.1029188
AT4G00710,Q8W4L3,2056.247619,1753.566041,2056.402111,1672.52125,1734.631376,1747.956481
AT4G00810,O23095,8849.939321,13431.41338,10076.91008,11902.7015,11501.30647,11913.17567
AT4G01320,A0A1P8B870,2124.826076,1957.151805,2269.058917,2435.917343,2240.599863,2420.568798
AT4G01700,Q9ZSI6,204.6292681,225.6233984,202.9415207,264.5542996,279.3539366,261.5250376
AT4G01870,Q9SYI5,673.6174286,635.9431603,715.6927032,661.385749,602.3826774,569.0049539
AT4G02220,Q93VB4,741.0897819,787.0583667,879.7730816,995.4416019,946.012741,917.4264896
AT4G02330,Q8RXK7,463.4576397,437.6044519,532.1817537,541.4395199,527.3938626,540.5964834
AT4G04020,O81439,2421.261989,2385.311557,2287.410012,2324.939057,2302.403831,2276.019816
AT4G04570,F4JGE0,925.8091753,732.4889866,800.971321,735.3712735,786.9705293,832.201078
AT4G04750,A0A1P8B6H7,101.761582,82.90348129,102.5502365,124.4302002,97.23824341,143.7134392
AT4G04830,Q9ZS91,1152.560526,1559.424977,1275.940837,1678.126214,1656.34635,1549.097187
AT4G08810,Q9LE45,1356.08369,1071.44879,1180.946934,1480.831482,1325.901133,1361.935499
AT4G08850,Q8VZG8,1366.038628,1182.686372,1454.054406,1443.83872,1534.386519,1471.391665
AT4G10760,O82486,488.8980352,515.2608774,517.0690872,430.4612332,559.5319261,471.2463936
AT4G12470,Q9SU35,8415.240389,10936.96306,8909.996338,9648.384986,9646.363367,8871.798239
AT4G12490,Q9SU34,113.9287277,178.3998964,94.99390329,210.7466454,209.3094392,181.3128855
AT4G12510,Q9S7U3,108.3982069,112.2869936,139.2524264,85.19545241,127.7282011,105.2784496
AT4G12720,Q9SU14,915.8542379,1128.116992,1009.310222,1398.999008,1414.074794,1457.18743
AT4G13010,Q9SV68,1333.961607,1637.081403,1447.577549,1509.977295,1602.78291,1523.195347
AT4G13770,P48421,5447.562949,5875.65306,5570.097057,6708.020885,6448.214023,6303.338286
AT4G14360,Q93YV7,1638.140249,1398.86507,1545.809881,1678.126214,1756.880805,1550.768274
AT4G14960,P29511,24671.65311,24441.83522,23639.44873,27419.48376,26657.28759,27231.19009
AT4G16190,Q9SUL1,3755.223596,3348.670997,3330.183996,3073.762244,3277.258424,3218.512603
AT4G16580,Q9SUK9,525.3994722,535.1996893,580.7581815,627.7559652,578.485143,560.6495214
AT4G16770,F4JML2,237.8123927,226.6728096,204.0209968,174.874876,192.0043281,177.9707125
AT4G18030,Q94EJ6,3025.194856,2916.313601,3274.051235,3443.689866,3788.995281,3518.47263
AT4G19810,O81862,534.2483055,529.9526335,515.9896111,475.300945,546.3470795,486.2861721
AT4G19840,O81865,987.7510078,1102.931124,958.5748423,1177.042435,1077.861207,1178.115984
AT4G19880,Q8H121,1710.037019,1820.728355,1710.969735,1720.72394,1673.651461,1679.441935
AT4G21560,O65421,541.9910345,508.9644104,548.3738963,534.7135632,515.0330689,584.0447325
AT4G21810,Q8VZ96,662.5563871,686.3148957,640.1293711,698.3785112,644.4093758,599.084511
AT4G21850,Q84JT6,2094.961264,2322.346887,2203.210871,1983.036254,1798.08345,1995.277283
AT4G22666,Q1G3I0,18.80377059,23.08704542,17.27161878,16.81489192,23.8975344,25.90184078
AT4G22880,Q96323,287.5870795,369.3927268,295.7764716,326.2089033,293.3628361,329.2040409
AT4G23400,Q8LAA6,1520.893209,1318.060411,1495.074501,1164.711514,1180.043767,1097.903832
AT4G23570,Q9SUR9,826.2598016,966.5076743,834.4350823,781.3319781,873.4960849,818.832386
AT4G24130,O22978,381.6059325,532.0514559,477.1284688,369.9276223,350.2224869,347.5859924
AT4G24690,Q9SB64,5517.247511,4988.900633,5328.294394,5319.110812,5372.824975,5390.925056
AT4G25960,Q8LPK2,806.3499269,729.3407531,927.2700333,652.4178066,580.1332488,570.6760404
AT4G26200,Q9STR4,275.4199339,217.2281092,207.2594254,219.7145878,206.0132276,207.2147263
AT4G26570,Q8LEM7,1078.451548,1098.73348,1019.025508,920.3350846,927.883577,985.105493
AT4G26910,Q8H107,2368.16899,2057.895276,2387.801296,2456.095214,2426.835821,2479.892369
AT4G27340,Q6NQ64,821.835385,796.5030671,815.0045112,726.4033311,734.231143,726.9226284
AT4G27440,P21218,35873.16986,32137.16723,33547.96053,33989.62253,35229.91002,33411.70352
AT4G29130,Q42525,2162.433617,2217.405772,2215.085109,2368.657776,2288.394932,2216.696245
AT4G29520,Q9SU93,593.9779297,663.2278503,539.7380869,629.9979507,622.9840002,599.9200542
AT4G30270,P24806,3635.764348,3382.252154,3582.781421,3407.818097,3254.184943,3051.403953
AT4G30440,Q9M0B6,5663.253259,4847.230127,5746.051673,5571.334191,5382.71361,5310.712904
AT4G30530,Q9M0A7,3062.802397,3708.619024,2908.108812,3611.838785,3376.968826,3558.578706
AT4G31340,F4JRY9,2889.144045,2323.396298,2694.37253,2731.859441,2819.909059,2744.75958
AT4G32410,O48946,8283.613995,5949.111841,8333.556062,7824.529709,7808.725378,7874.995141
AT4G32940,Q39119,882.6711134,720.9454639,851.7067011,752.1861654,727.6387198,740.2913204
AT4G33050,B3H796,589.5535131,537.2985116,535.4201822,519.019664,542.226815,597.4134245
AT4G33360,F4JIW8,1650.307395,1632.883758,1591.14788,1725.207911,1578.885376,1654.375637
AT4G33540,Q8RWE1,1286.399129,1356.888624,1189.582744,1104.177903,1160.266498,1113.779154
AT4G34131,Q8W491,196.8865391,192.0422415,173.795664,193.9317535,195.3005397,191.3394045
AT4G34135,Q94C57,1015.403612,1115.524058,978.0054135,854.1965097,765.5451536,810.4769535
AT4G34138,Q8VZE9,636.0098875,381.9856606,560.2481342,523.5036352,523.273598,470.4108503
AT4G34215,Q8L9J9,937.976321,966.5076743,904.6010336,881.1003368,833.9415452,884.8403028
AT4G34230,F4JKM2,672.5113245,885.7030153,771.8254643,773.4850285,696.3247092,715.2250229
AT4G35100,P93004,14903.64735,14902.68782,13422.20674,14014.65192,13860.56995,13559.19588
AT4G37070,O23179,127.2019775,163.7081403,163.0009022,82.95346682,87.34960849,97.75856037
AT4G37160,O23170,6.636624913,31.48233467,25.90742817,24.66184149,37.90643387,17.54640827
AT4G37280,Q94C32,476.7308896,469.0867865,469.5721356,380.0165575,382.3605504,446.180096
AT4G37760,Q8VYH2,407.046328,432.3573961,426.3930886,406.9203846,473.0063705,432.811404
AT4G38540,O81816,15.48545813,11.54352271,29.14585669,30.26680546,23.07348149,26.73738403
AT4G38670,A8MS42,322.9824124,334.7621586,290.3790907,327.3298961,304.0755239,327.5329544
AT4G38770,Q9T0I5,8268.128537,9410.069832,9382.806903,9931.996163,8942.622182,8386.347611
AT4G39080,Q8W4S4,6516.05956,5187.239342,6625.824755,6357.15014,6589.12707,6030.115643
AT4G39090,P43296,14468.94841,15451.52985,14102.27673,14048.28171,13900.12449,13425.50896
AT4G39940,O49196,1837.238997,1997.029429,1886.924352,1799.193436,1770.889704,1599.229782
AT1G03990,0,43.1380619,48.2729132,53.9738087,23.5408487,23.0734815,20.053038
AT1G05340,0,155.960685,159.510496,170.557236,84.0744596,89.8217672,67.6790033
AT1G08310,0,175.87056,116.484638,148.967712,66.1385749,47.7950688,89.4031279
AT1G10520,0,37.6075412,48.2729132,59.3711896,17.9358847,19.7772699,27.5729273
AT1G14660,0,94.0188529,70.3105474,109.027094,35.8717694,55.211545,43.4482491
AT1G17960,0,81.8517073,81.8540701,46.4174755,25.7828343,23.8975344,17.5464083
AT1G28715,0,80.7456031,91.2987705,88.5170463,43.718719,28.8418519,45.9548788
AT1G45229,0,53.0929993,41.9764462,47.4969517,17.9358847,25.5456402,19.2174948
AT1G53540,0,39.8197495,75.5576032,57.2122372,23.5408487,19.7772699,21.7241245
AT1G66725,0,42.0319578,60.865847,43.179047,11.209928,22.2494286,16.710865
AT5G01080,0,56.4113118,83.9528924,71.2454275,22.4198559,40.3785926,39.2705328
AT5G01670,0,138.263019,181.54813,130.616617,66.1385749,62.6280212,69.3500898
AT5G03830,0,118.353144,125.929339,173.795664,70.6225461,67.5723386,70.1856331
AT5G05430,0,55.3052076,37.7788016,48.5764278,19.0568775,19.7772699,27.5729273
AT5G07100,0,49.7746868,71.3599586,53.9738087,30.2668055,20.6013228,28.4084705
AT5G14130,0,28.758708,45.1246797,45.3379993,21.2988631,10.7126878,16.710865
AT5G14330,0,381.605933,593.966714,469.572136,280.248199,210.133492,216.405702
AT5G18040,0,176.976664,163.70814,140.331903,65.0175821,76.6369207,87.7320414
AT5G24140,0,79.639499,71.3599586,75.5633322,33.6297839,26.3696931,32.5861868
AT5G36925,0,35.3953329,66.1129028,31.304809,7.84694956,25.5456402,19.2174948
AT5G37990,0,90.7005405,91.2987705,127.378189,24.6618415,31.3140106,27.5729273
AT5G43160,0,96.2310612,38.8282128,66.9275228,35.8717694,33.7861693,30.079557
AT5G47990,0,315.239683,433.406807,368.101375,206.262674,156.570053,157.082131
AT5G48010,0,214.584206,163.70814,185.669902,90.8004164,99.7104021,79.3766089
AT5G57240,0,77.4272907,74.508192,77.7222845,32.5087911,34.6102222,28.4084705
AT5G58200,0,578.492472,672.672551,561.32761,272.401249,304.075524,317.506435
AT5G63560,0,107.292103,90.2493594,146.80876,25.7828343,43.6748042,23.395211
AT5G66610,0,54.1991035,50.3717355,39.9406184,24.6618415,17.3051111,28.4084705
AT5G66620,0,71.8967699,33.581157,42.0995708,15.6938991,18.9532169,14.2042353
AT3G05685,0,53.0929993,68.2117251,60.4506657,28.0248199,33.7861693,23.395211
AT3G06390,0,147.111852,154.26344,114.424474,78.4694956,30.4899577,66.8434601
AT3G17700,0,111.716519,131.176394,125.219236,63.8965893,54.3874921,60.9946573
AT3G22460,0,44.2441661,72.4093697,55.0532849,13.4519135,18.9532169,28.4084705
AT3G44540,0,66.3662491,65.0634916,82.0401892,32.5087911,32.9621164,30.9151003
AT3G48260,0,56.4113118,96.5458263,48.5764278,33.6297839,36.2583281,29.2440138
AT3G50845,0,42.0319578,82.9034813,62.6096181,20.1778703,41.2026455,26.737384
AT3G58550,0,193.568227,258.155144,177.034093,57.1706325,48.6191217,40.1060761
AT3G59320,0,124.989769,123.830516,115.503951,48.2026902,47.7950688,55.9813978
AT2G04050,0,460.139327,377.788016,439.346803,173.753883,187.884064,189.668318
AT2G18370,0,233.387976,231.919865,242.882139,128.914171,89.8217672,96.0874739
AT2G21430,0,43.1380619,60.865847,52.8943325,26.9038271,23.0734815,28.4084705
AT2G25240,0,68.5784574,91.2987705,55.0532849,32.5087911,39.5545397,20.8885813
AT2G25590,0,118.353144,114.385816,106.868141,47.0816974,51.0912804,63.5012871
AT2G42640,0,130.52029,68.2117251,97.1528556,52.6866614,46.9710159,38.4349896
AT2G45135,0,61.9418325,86.0517148,58.2917134,36.9927622,36.2583281,29.2440138
AT4G01593,0,67.4723533,81.8540701,63.6890943,24.6618415,29.6659048,30.079557
AT4G03205,0,384.924245,401.924473,424.234136,195.052746,191.180275,184.655059
AT4G13880,0,38.7136453,39.8776239,62.6096181,28.0248199,22.2494286,10.8620623
AT4G17680,0,216.796414,252.908089,220.21314,142.366085,112.071196,90.2386711
AT4G24890,0,67.4723533,65.0634916,79.8812369,28.0248199,34.6102222,32.5861868
AT4G25200,0,24.3342914,43.0258574,34.5432376,16.8148919,2.47215873,15.8753218
AT4G36270,0,67.4723533,73.4587809,87.4375701,33.6297839,24.7215873,26.737384
AT4G36280,0,111.716519,68.2117251,120.901332,20.1778703,42.0266984,49.2970518
ATMG00160,0,68.5784574,103.891704,64.7685704,44.8397118,32.9621164,37.5994463
ATMG01360,0,49.7746868,66.1129028,55.0532849,16.8148919,15.6570053,22.5596678
ATCG00400,0,228.96356,112.286994,188.90833,85.1954524,93.9420318,64.3368303
AT1G02390,0,14.379354,17.8399896,8.63580939,29.1458127,36.2583281,35.9283598
AT1G03840,0,109.504311,74.508192,74.483856,153.576013,159.042212,203.03701
AT1G04610,0,29.8648121,44.0752685,44.2585231,88.5584308,65.1001799,86.8964981
AT1G05280,0,28.758708,22.0376343,22.6689997,58.2916253,60.9799154,46.7904221
AT1G17285,0,22.122083,19.938812,11.8742379,78.4694956,59.3318095,86.0609549
AT1G49860,0,86.2761239,74.508192,87.4375701,235.408487,243.919661,259.853951
AT1G53470,0,92.9127488,143.769328,145.729284,294.821105,324.676847,314.164262
AT1G54000,0,929.127488,920.333583,1021.18446,2008.81909,1910.9787,1828.16863
AT1G54890,0,27.6526038,57.7176136,17.2716188,117.704244,78.2850265,76.0344358
AT1G56680,0,66.3662491,47.223502,85.2786177,183.842818,201.06891,140.371266
AT1G59940,0,18.8037706,23.0870454,25.9074282,50.4446758,44.4988572,49.2970518
AT1G74500,0,108.398207,96.5458263,148.967712,348.628759,360.111122,336.72393
AT1G76470,0,7.74272907,17.8399896,16.1921426,51.5656686,32.9621164,61.8302006
AT1G76952,0,22.122083,38.8282128,21.5895235,53.8076542,60.9799154,60.1591141
AT5G05640,0,67.4723533,49.3223243,53.9738087,130.035164,83.2293439,134.522463
AT5G09980,0,38.7136453,72.4093697,55.0532849,137.882114,124.431989,81.0476954
AT5G10130,0,56.4113118,67.162314,47.4969517,197.294732,152.449788,181.312886
AT5G10230,0,23.2281872,35.6799793,17.2716188,62.7755965,65.9242328,50.9681383
AT5G10510,0,97.3371654,70.3105474,102.550237,179.358847,172.227058,202.201467
AT5G13910,0,106.185999,64.0140805,91.7554748,233.166501,153.273841,142.877896
AT5G14150,0,14.379354,25.1858677,28.0663805,58.2916253,49.4431746,53.4747681
AT5G17430,0,37.6075412,27.28469,42.0995708,86.3164452,59.3318095,73.5278061
AT5G19520,0,162.59731,161.609318,205.100473,363.201666,399.665662,439.49575
AT5G19875,0,32.0770204,53.5199689,62.6096181,99.7683588,103.006614,135.358007
AT5G33355,0,112.822624,123.830516,88.5170463,542.560513,648.52964,601.591141
AT5G45095,0,75.2150823,57.7176136,106.868141,218.593595,175.52327,161.259847
AT5G45840,0,27.6526038,24.1364566,30.2253329,44.8397118,61.8039683,60.1591141
AT5G48940,0,146.005748,113.336405,161.921426,335.176846,288.418519,263.196124
AT5G50300,0,55.3052076,44.0752685,62.6096181,163.664948,144.209259,147.055612
AT5G51810,0,38.7136453,51.4211466,45.3379993,100.889352,89.8217672,86.8964981
AT5G54720,0,38.7136453,11.5435227,32.3842852,56.0496398,63.4520741,55.1458546
AT5G56540,0,149.324061,171.054018,223.451568,441.671161,444.988572,450.357812
AT5G63660,0,75.2150823,108.089349,100.391284,308.273019,253.808296,292.440138
AT3G01516,0,12.1671457,46.1740908,39.9406184,57.1706325,93.9420318,60.9946573
AT3G04320,0,5.53052076,27.28469,19.4305711,47.0816974,37.082381,55.1458546
AT3G04570,0,251.085643,269.698667,277.425377,535.834556,527.393863,536.418767
AT3G11260,0,14.379354,36.7293904,17.2716188,47.0816974,53.5634392,65.1723736
AT3G14540,0,19.9098747,17.8399896,9.71528556,40.3557406,35.4342751,43.4482491
AT3G15240,0,108.398207,115.435227,105.788665,297.063091,262.872878,235.623197
AT3G16360,0,58.6235201,48.2729132,32.3842852,106.494316,97.2382434,103.607363
AT3G20840,0,18.8037706,15.7411673,37.7816661,82.9534668,73.340709,84.3898684
AT3G20940,0,21.0159789,18.8894008,24.827952,57.1706325,65.9242328,59.3235708
AT3G04175,0,42.0319578,19.938812,25.9074282,62.7755965,69.2204445,54.3103113
AT3G24080,0,289.799288,404.023295,342.193947,782.452971,727.63872,699.349701
AT3G26610,0,35.3953329,39.8776239,55.0532849,80.7114812,96.4141905,96.0874739
AT3G47200,0,17.6976664,27.28469,22.6689997,81.832474,63.4520741,60.9946573
AT3G47340,0,40.9258536,17.8399896,28.0663805,76.2275101,75.8128677,81.8832386
AT3G48340,0,39.8197495,54.5693801,31.304809,82.9534668,98.0622963,108.620623
AT3G50230,0,22.122083,10.4941116,31.304809,32.5087911,66.7482857,50.1325951
AT3G57010,0,377.181516,313.773936,364.862947,693.89454,682.31581,745.30458
AT3G59930,0,1445.67813,1914.12595,1579.27364,4760.8564,5070.39756,5141.93317
AT3G61400,0,26.5464997,6.29646693,17.2716188,44.8397118,33.7861693,43.4482491
AT3G62760,0,21.0159789,22.0376343,24.827952,68.3805605,82.405291,79.3766089
AT2G03965,0,25.4403955,32.5317458,32.3842852,86.3164452,89.8217672,81.8832386
AT2G06200,0,43.1380619,34.6305681,21.5895235,67.2595677,82.405291,70.1856331
AT2G12646,0,65.260145,76.6070144,82.0401892,262.312314,235.679132,246.485259
AT2G14820,0,19.9098747,9.4447004,23.7484758,50.4446758,46.9710159,40.9416193
AT2G16230,0,14.379354,13.642345,18.351095,56.0496398,40.3785926,35.9283598
AT2G23050,0,74.1089782,60.865847,83.1196654,274.643235,291.71473,325.861868
AT2G27690,0,70.7906657,57.7176136,62.6096181,105.373323,145.033312,137.864636
AT2G30130,0,12.1671457,18.8894008,31.304809,56.0496398,33.7861693,53.4747681
AT2G30340,0,19.9098747,32.5317458,17.2716188,59.4126181,45.3229101,65.1723736
AT2G30750,0,22.122083,53.5199689,38.8611423,82.9534668,79.1090794,91.0742144
AT2G31083,0,22.122083,37.7788016,29.1458567,172.63289,119.487672,146.220069
AT2G33790,0,107.292103,146.917562,115.503951,487.631866,393.073238,428.633688
AT2G34020,0,73.002874,71.3599586,85.2786177,169.269912,193.652434,130.344747
AT2G36090,0,84.0639156,74.508192,51.8148563,132.27715,148.329524,145.384526
AT2G41800,0,180.294977,194.141064,199.703092,419.251305,393.073238,425.291515
AT2G42660,0,22.122083,17.8399896,20.5100473,34.7507766,46.9710159,66.0079168
AT2G47270,0,35.3953329,41.9764462,51.8148563,110.978287,90.6458201,103.607363
AT4G12050,0,63.0479367,70.3105474,89.5965224,174.874876,133.496572,179.641799
AT4G13620,0,33.1831246,20.9882231,29.1458567,88.5584308,75.8128677,80.2121521
AT4G14690,0,119.459248,126.97875,102.550237,251.102386,269.465302,276.564816
AT4G15150,0,36.501437,22.0376343,35.6227137,87.437438,75.8128677,90.2386711
AT4G15330,0,35.3953329,30.4329235,30.2253329,51.5656686,58.5077566,91.9097576
AT4G23170,0,86.2761239,92.3481817,52.8943325,160.30197,156.570053,175.464083
AT4G25250,0,22.122083,15.7411673,15.1126664,44.8397118,31.3140106,42.6127058
AT4G28410,0,33.1831246,46.1740908,43.179047,131.156157,159.042212,117.811598
AT4G28650,0,34.2892287,29.3835124,25.9074282,62.7755965,63.4520741,69.3500898
AT4G30460,0,176.976664,218.27752,213.736282,396.831449,435.92399,482.108456
AT4G31320,0,35.3953329,47.223502,47.4969517,88.5584308,88.9977143,86.0609549
AT4G33120,0,21.0159789,38.8282128,28.0663805,107.615308,97.2382434,127.002574
AT4G35390,0,58.6235201,67.162314,83.1196654,162.543955,123.607937,172.12191
AT4G38410,0,79.639499,180.498719,87.4375701,322.845925,287.594466,350.928165
ATCG00920,0,38.7136453,97.5952375,73.4043798,140.124099,139.264942,243.978629
